occurrenceID,institutionCode,catalogNumber,scientificName,order,family,genus,specificEpithet,day,month,year,countryCode,stateProvince,decimalLatitude,decimalLongitude,dynamicProperties,occurrenceRemarks,fieldNotes,body mass,body mass ambiguous,body mass units inferred,ear from notch,ear length,ear length units inferred,embryo count,embryo length,embryo size units inferred,forearm length,hind foot length,hind foot length units inferred,hind foot with claw,lactation,life stage,nipple,nipple count,pregnancy,sex,tail length,tail length estimated,tail length units inferred,testicle description,testicle length,testicle size units inferred,testicle width,total length,total length ambiguous,total length estimated,total length units inferred,tragus length,vagina
f87748d7-1330-49b2-b30e-65215b0c63c0,ASU,ASUMAC005274,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,3,5,1970,US,Arizona,33.73979,-111.88882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdca87db-f4a1-474b-9879-205dca52d782,ASU,ASUMAC005279,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,29,4,1970,US,Arizona,33.45869,-111.62375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c80da29c-4554-424f-b1f1-41451186a757,ASU,ASUMAC005283,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,28,4,1970,US,Arizona,33.51957,-111.67542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bba8ebdf-99e0-49d1-931c-d71ea8fbdfdd,ASU,ASUMAC005275,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,1,5,1970,US,Arizona,33.73981,-111.88884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d0fdbcb-fac8-4338-9b2f-99c0f1090277,ASU,ASUMAC005273,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,3,5,1970,US,Arizona,33.73961,-111.88912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07fb20b3-7b5e-4980-b378-f4680610b8fe,ASU,ASUMAC005277,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,1,5,1970,US,Arizona,33.7397,-111.88865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d96897e7-441c-4ac8-9f14-bc1bbdf70008,ASU,ASUMAC005282,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,12,5,1970,US,Arizona,33.61161,-111.89142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5a0153f-44f0-4b4d-95f8-c85c1c22fa11,ASU,ASUMAC003955,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,,,1968,US,Arizona,33.52984,-112.02784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e255bcf3-d6cc-4190-a2a9-7d6b86cc9631,ASU,ASUMAC005272,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,10,4,1970,US,Arizona,33.40062,-111.6241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53dd19b7-90b1-4b7c-883d-7180a7e324ed,ASU,ASUMAC005271,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,29,4,1970,US,Arizona,33.45135,-111.61918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8d86901-41f2-4939-975d-e50738c036fc,ASU,ASUMAC005270,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,29,4,1970,US,Arizona,33.45144,-111.6191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672a6fb-bfe2-4cb9-ab4a-c3c93322e154,ASU,ASUMAC005309,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,17,4,1970,US,Arizona,33.36363,-111.97197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ef90830-e4cf-48dd-913d-666ddb128ccb,ASU,ASUMAC005311,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,24,4,1970,US,Arizona,33.3636,-111.97192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ca6fba6-0254-48a1-9be6-51eea13ce195,ASU,ASUMAC003956,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,22,3,1968,US,Arizona,33.79917,-112.02458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79aed070-7cc7-414a-a22d-ccf604608371,ASU,ASUMAC003959,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,4,3,1967,US,Arizona,33.36337,-111.98257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dfb7ff8-e84a-4353-89d3-400ea079af7b,ASU,ASUMAC005308,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,7,5,1970,US,Arizona,33.36358,-111.97193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04b652b4-383a-4614-8382-55e1a62e15e1,ASU,ASUMAC003953,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,1,7,1967,US,Arizona,33.58205,-111.89386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdf2c205-4fce-4922-9196-e6dcde526db4,ASU,ASUMAC005310,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,9,5,1970,US,Arizona,33.36361,-111.97197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1c950be-59d9-4342-8138-19f24055a243,ASU,ASUMAC005313,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,12,5,1970,US,Arizona,33.45425,-111.94682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac00331f-5c0a-4742-b3fe-23a1159f7e61,ASU,ASUMAC006581,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,1,11,1975,US,Arizona,33.51484,-111.75437,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa54a4da-0594-40a2-8fbf-cc084843e6f0,ASU,ASUMAC003954,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,6,4,1968,US,Arizona,32.52603,-109.86974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b025c570-154d-435c-9174-cb1a3bec1727,ASU,ASUMAC005312,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,30,4,1970,US,Arizona,33.36363,-111.97193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5b2b71b-e5b2-45fa-b982-896564e1571b,ASU,ASUMAC006580,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,1,11,1975,US,Arizona,33.51479,-111.75438,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91489cf6-1a88-436e-9fc1-27f76bb71656,ASU,ASUMAC003957,"Neotoma lepida Thomas, 1893",Rodentia,Cricetidae,Neotoma,lepida,25,3,1967,US,California,33.29735,-117.37917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13e64d01-329e-4888-852f-865fc8b7e2d9,ASU,ASUMAC007915,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,19,4,1975,US,Arizona,33.21912,-112.0037,,DOR; TAIL BROKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02a01057-cf8c-41c6-8077-2d35c23021a3,ASU,ASUMAC007914,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,12,10,1975,US,Arizona,33.88505,-111.45278,,SKULL BROKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6a1036e-e9e2-4d97-81eb-3d847f4b0be1,ASU,ASUMAC007913,"Ammospermophilus harrisii (Audubon & Bachman, 1854)",Rodentia,Sciuridae,Ammospermophilus,harrisii,24,11,1975,US,Arizona,33.432999,-111.615337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1aa2645f-dd9b-439f-a02f-741e26217010,ASU,ASUMAC003958,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,9,3,1968,US,Arizona,34.36157,-111.08549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7fddf01-4e3d-4f5b-bb6e-0d4a7972ec3a,ASU,ASUMAC006579,"Peromyscus eremicus (Baird, 1857)",Rodentia,Cricetidae,Peromyscus,eremicus,1,11,1975,US,Arizona,33.5149,-111.75435,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf2531d-2b6e-407d-b750-9757b702436a,ASU,ASUMAC006577,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,31,10,1975,US,California,32.73595,-114.74627,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c99b8a4-de20-46af-91bc-f7d78ff8f529,ASU,ASUMAC007912,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,25,10,1975,US,Arizona,33.589727,-111.804235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c85e3e3-06f1-4f17-93d7-977564909ebb,ASU,ASUMAC006578,"Chaetodipus intermedius (Merriam, 1889)",Rodentia,Heteromyidae,Chaetodipus,intermedius,31,10,1975,US,California,32.73638,-114.74627,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724b9620-761f-40ec-8134-13a2d92e4425,ASU,ASUMAC007911,"Chaetodipus baileyi (Merriam, 1894)",Rodentia,Heteromyidae,Chaetodipus,baileyi,10,10,1975,US,Arizona,32.22013,-111.14465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745ef92e-48aa-4c35-9953-f436c0eca314,ASU,ASUMAC006576,"Chaetodipus penicillatus (Woodhouse, 1852)",Rodentia,Heteromyidae,Chaetodipus,penicillatus,19,10,1975,US,Arizona,32.60753,-114.66272,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef29159a-3c0e-4030-a324-069dcb30db9f,ASU,ASUMAC007909,"Peromyscus eremicus (Baird, 1857)",Rodentia,Cricetidae,Peromyscus,eremicus,24,10,1975,US,Arizona,33.963882,-112.342151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4af34854-567b-4b69-b948-3599e3b57a6a,ASU,ASUMAC005305,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,1,1,1970,US,Arizona,33.54572,-111.62332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbb43ff7-42b3-4af7-a783-e0beb4d594c6,ASU,ASUMAC003951,"Neotoma mexicana Baird, 1855",Rodentia,Cricetidae,Neotoma,mexicana,10,3,1968,US,Arizona,34.31667,-111.08663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01bd84db-01e9-4f40-b3b7-a30d1d54ddf4,ASU,ASUMAC007910,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,10,10,1975,US,Arizona,32.22029,-111.14471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddb6ae77-a20f-408d-bee4-567b4a28bbf1,ASU,ASUMAC006575,"Dipodomys deserti Stephens, 1887",Rodentia,Heteromyidae,Dipodomys,deserti,17,10,1975,US,Arizona,32.60749,-114.66272,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51375858-9354-4994-8db4-6a7596f304d1,ASU,ASUMAC005304,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,9,5,1970,US,Arizona,33.7376,-111.88234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d0ba52d-9c47-4151-99f0-5515b8a90808,ASU,ASUMAC003952,"Neotoma mexicana Baird, 1855",Rodentia,Cricetidae,Neotoma,mexicana,8,3,1968,US,Arizona,34.31824,-111.08581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de914105-16f3-45be-a5ad-098e9e237d7e,ASU,ASUMAC006574,"Dipodomys deserti Stephens, 1887",Rodentia,Heteromyidae,Dipodomys,deserti,17,10,1975,US,Arizona,32.6076,-114.66272,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b0817ff-9da0-411d-9765-1535d2478338,ASU,ASUMAC006573,"Peromyscus eremicus (Baird, 1857)",Rodentia,Cricetidae,Peromyscus,eremicus,4,10,1975,US,Arizona,33.36329,-111.98617,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65665ef1-6eec-47af-bdf9-3cad5da2fc37,ASU,ASUMAC007908,"Peromyscus eremicus (Baird, 1857)",Rodentia,Cricetidae,Peromyscus,eremicus,24,10,1975,US,Arizona,33.963882,-112.342151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ec7ed71-6b48-49ed-b709-5efffba4db2c,ASU,ASUMAC005307,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,1,5,1970,US,Arizona,33.73972,-111.88906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbd6ed58-a69f-42d2-9d7d-06a14ff3dced,ASU,ASUMAC007907,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,14,11,1975,US,Arizona,33.558759,-111.950636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e7ac26a-e403-4222-b028-528e8705512c,ASU,ASUMAC005300,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,18,2,1970,US,Arizona,33.51967,-111.67538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff522ee-2181-46d0-9833-09e99e9ac975,ASU,ASUMAC006582,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,18,11,1975,US,Arizona,33.47897,-111.61937,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ec81d30-fcc0-4054-bd17-dc5afd494528,ASU,ASUMAC003950,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,9,3,1968,US,Arizona,34.31801,-111.08572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cd87fbd-8609-4fd0-8320-fbf480aa15f9,ASU,ASUMAC005298,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,24,2,1970,US,Arizona,33.51941,-111.6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97421b55-b1d7-400b-86d8-d013d90177db,ASU,ASUMAC007916,"Thomomys bottae (Eydoux & Gervais, 1836)",Rodentia,Geomyidae,Thomomys,bottae,10,11,1975,US,Arizona,33.558759,-111.950636,,SKULL BROKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc434d49-18d1-4411-8598-6be4a140c4b0,ASU,ASUMAC006572,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,17,2,1980,US,Arizona,33.74109,-111.67641,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164930e0-868b-4ccc-b70d-859cf9684deb,ASU,ASUMAC003945,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,7,4,1967,US,Arizona,33.55397,-112.13317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f12d597a-bdf6-4274-9572-7a5054082c04,ASU,ASUMAC005306,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,1,1,1970,US,Arizona,33.54668,-111.62397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612e7ad-60ed-4e86-a58c-77c2b401399e,ASU,ASUMAC005299,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,8,3,1970,US,Arizona,33.51973,-111.67536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20ffc629-193e-4cb1-ab54-66f626670dd9,ASU,ASUMAC005297,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,1,4,1970,US,Arizona,33.51971,-111.67547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53dfd459-83ef-424a-b88e-e2942e16a55e,ASU,ASUMAC007917,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,18,10,1975,US,Arizona,33.652555,-111.91684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38403067-8fa1-4611-bb46-ee70238219ca,ASU,ASUMAC003944,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,6,6,1968,US,Arizona,33.35025,-111.98778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018e38f-2298-47fd-8161-908f17e70251,ASU,ASUMAC003942,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,11,5,1968,US,Arizona,33.45445,-111.94864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32ac318a-5ac3-491c-b814-258a25b98b42,ASU,ASUMAC007905,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,6,11,1975,US,Arizona,33.328721,-112.145078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51dd7f68-b2fb-4423-962c-387f1acb2eb5,ASU,ASUMAC006571,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,10,2,1980,US,Arizona,33.61562,-111.89144,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8beab963-844f-4185-b624-5d4137afe916,ASU,ASUMAC003943,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,20,4,1968,US,Arizona,33.42789,-111.93549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e6b5509-dab6-4b11-8db0-eb9d4dbcab22,ASU,ASUMAC005302,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,10,4,1970,US,Arizona,33.87498,-111.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96d08954-1619-488f-b5cf-3a34301f859f,ASU,ASUMAC005303,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,4,3,1970,US,Arizona,33.51968,-111.67542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1f21b5b-08b2-43a5-9e8d-c1c5091c23da,ASU,ASUMAC003948,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,10,4,1968,US,Arizona,33.64088,-111.92541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45487e4c-5e69-4a2e-aebd-2b6ececef918,ASU,ASUMAC003949,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,10,4,1968,US,Arizona,33.64063,-111.92541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a56cc947-e58a-4810-aaee-817a57de69c5,ASU,ASUMAC005301,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,18,2,1970,US,Arizona,33.51953,-111.67521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c4cc884-bd78-4e2a-ba31-e613bab0d6c2,ASU,ASUMAC006569,"Ammospermophilus harrisii (Audubon & Bachman, 1854)",Rodentia,Sciuridae,Ammospermophilus,harrisii,27,1,1980,US,Arizona,33.72668,-111.90863,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a88d4e46-5f7b-4d42-b66e-ea1e1c749f53,ASU,ASUMAC006570,"Perognathus Wied-Neuwied, 1839",Rodentia,Heteromyidae,Perognathus,,10,2,1980,US,Arizona,33.61564,-111.89142,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a6e971-2a0e-4b57-9c1b-5ba4058117e2,ASU,ASUMAC007904,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,6,11,1975,US,Arizona,33.328721,-112.145078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b40d2dc3-7115-4ddb-99db-4b1517908ff4,ASU,ASUMAC003946,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,30,4,1968,US,Arizona,33.51563,-111.67427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee8cccd3-fe82-46cd-beb1-d404f8b5fc57,ASU,ASUMAC007903,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,9,10,1975,US,Arizona,33.319367,-112.142863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715b864b-c063-416b-a840-6d97b14b429e,ASU,ASUMAC003947,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,11,4,1968,US,Arizona,33.53187,-112.00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f804f76-0e1a-4682-aedd-ed74c6eb1358,ASU,ASUMAC006568,"Myocastor coypus (Molina, 1782)",Rodentia,Myocastoridae,Myocastor,coypus,15,2,1981,US,Louisiana,29.9071,-90.01131,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563bfdeb-8556-4974-bbdb-a46363c03c43,ASU,ASUMAC007902,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,9,10,1975,US,Arizona,33.319367,-112.142863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e8f7735-a65b-4625-b11c-f2f20ced5ea3,ASU,ASUMAC006565,"Reithrodontomys fulvescens J.A.Allen, 1894",Rodentia,Cricetidae,Reithrodontomys,fulvescens,17,2,1981,US,Louisiana,32.54844,-92.60803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200b97c-45e4-4df5-9c96-fcb3ca249dac,ASU,ASUMAC006566,"Ochrotomys nuttalli (Harlan, 1832)",Rodentia,Cricetidae,Ochrotomys,nuttalli,16,2,1981,US,Louisiana,32.54847,-92.60812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8858c024-ba3d-4d8b-b0b6-06e13c6070b6,ASU,ASUMAC006567,"Microtus pinetorum (Le Conte, 1830)",Rodentia,Cricetidae,Microtus,pinetorum,11,2,1981,US,Louisiana,32.54837,-92.60807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8a5b16f-cc58-431d-8aca-86283ca9d7a3,ASU,ASUMAC007901,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,9,10,1975,US,Arizona,33.319367,-112.142863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cec1ec75-7512-4048-b5f8-64359d7be631,ASU,ASUMAC007900,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,9,10,1975,US,Arizona,33.319367,-112.142863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d57c8a8f-dd87-4dfd-8a6c-33d20c8b4393,ASU,ASUMAC007899,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,27,2,1973,US,Arizona,33.713072,-111.925302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90125b41-1a0b-48ce-97fc-eb1a40a59152,ASU,ASUMAC006564,"Ochrotomys nuttalli (Harlan, 1832)",Rodentia,Cricetidae,Ochrotomys,nuttalli,11,2,1981,US,Louisiana,32.54976,-92.60822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247a78b-af72-4379-9762-551528b92646,ASU,ASUMAC003978,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,2,3,1968,US,Arizona,33.65087,-111.9127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820490c-5370-4b0d-b09d-32f56f769e38,ASU,ASUMAC005294,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,1,4,1970,US,Arizona,33.5196,-111.67547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbe6e463-6b0e-4bcd-b069-4edc92da5917,ASU,ASUMAC003940,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,24,4,1968,US,Arizona,33.542341,-111.925686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c6343db-b9d6-4c1d-aa68-6a9e43a80584,ASU,ASUMAC007898,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,18,2,1973,US,Arizona,32.868149,-110.623368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a033dc6-296f-428f-a9b0-346ede85f4ef,ASU,ASUMAC006562,"Blarina brevicauda (Say, 1823)",Soricomorpha,Soricidae,Blarina,brevicauda,25,6,1972,US,New Jersey,39.65537,-75.34679,,Field data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bc8347-09e8-4d37-ad0c-ae236b7913b8,ASU,ASUMAC006563,"Blarina brevicauda (Say, 1823)",Soricomorpha,Soricidae,Blarina,brevicauda,25,1,1981,US,Louisiana,32.54359,-92.61406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260b7ad-fead-4b0e-bb6e-44f27a567a4e,ASU,ASUMAC007897,"Thomomys bottae (Eydoux & Gervais, 1836)",Rodentia,Geomyidae,Thomomys,bottae,12,4,1976,US,Arizona,33.45183,-111.76207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc018b7a-2a9c-401d-8d06-c0e989eef36b,ASU,ASUMAC003941,"Sigmodon hispidus Say & Ord, 1825",Rodentia,Cricetidae,Sigmodon,hispidus,25,4,1968,US,Arizona,33.54227,-111.92581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3d13dd8-25e4-47db-b4d1-b3c57baefa75,ASU,ASUMAC005296,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,22,3,1970,US,Arizona,33.64799,-111.91725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a743b3ba-21c3-40bd-9f44-b69dfb8896cb,ASU,ASUMAC007896,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,6,3,1976,US,Arizona,33.46753,-111.68538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744b8543-1463-4023-9f19-15019efa797c,ASU,ASUMAC005295,"Onychomys torridus (Coues, 1874)",Rodentia,Cricetidae,Onychomys,torridus,22,2,1970,US,Arizona,32.89951,-111.00852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
